,text,label,word_count,char_length,tokenize_text
5335,We have observed that some of the WatchGuard and Asus bots were never cleaned up because these routers still try to connect periodically to old C&Cs that were secured or taken offline.,safe,32,184,observed watchguard asus bot never cleaned router still try connect periodically old cc secured taken offline
5336,       Figure 12.,safe,2,17,figure
5337,The timeline of several SSL certificates that were issued for Cyclops Blink C&Cs      Our investigation shows that there are more than 200 Cyclops Blink victims around the world.,malware,28,178,timeline several ssl certificate issued cyclops blink cc investigation show cyclops blink victim around world
5338,"It should be noted that these victims do not appear to be evidently valuable targets for either economic, military, or political espionage.",safe,22,139,noted victim appear evidently valuable target either economic military political espionage
5339,"This is in line with the increasing number of brute-force attacks performed by other APT groups such as Pawn Storm, a group that has compromised numerous assets like email addresses and email servers of targets that are typically not aligned with Pawn Storm’s objectives.",threat-actor,44,271,line increasing number bruteforce attack performed apt group pawn storm group compromised numerous asset like email address email server target typically aligned pawn storm objective
5340,"Just like Pawn Storm, Sandworm is fishing with a wide net or looking to compromise assets on a larger scale.",threat-actor,20,108,like pawn storm sandworm fishing wide net looking compromise asset larger scale
5341,      Figure 13.,safe,2,16,figure
5342,The number of months that Cyclops Blink C&Cs have been live; it is important to note that live C&Cs during the time of reporting have been included.,malware,27,148,number month cyclops blink cc live important note live cc time reporting included
5343,     Conclusion and security recommendations,safe,4,44,conclusion security recommendation
5344,"Over the past few years, IoT attacks have been escalating globally and internet routers have been one of the primary targets.",safe,21,125,past year iot attack escalating globally internet router one primary target
5345,"There are several reasons that these devices are favored by an attacker — the infrequency of patching, the lack of security software, and the limited visibility of defenders.",safe,28,174,several reason device favored attacker infrequency patching lack security software limited visibility defender
5346,"Combined, these allow for the possibility of what we refer to as ""eternal botnets.""",safe,14,83,combined allow possibility refer eternal botnets
5347,"Once an IoT device is infected with malware, an attacker can have unrestricted internet access for downloading and deploying more stages of malware for reconnaissance, espionage, proxying, or anything else that the attacker wants to do.",safe,36,236,iot device infected malware attacker unrestricted internet access downloading deploying stage malware reconnaissance espionage proxying anything else attacker want
5348,"The underlying operating systems for the majority of IoT devices is Linux, which is also used by many powerful systems tools.",SOFTWARE,21,125,underlying operating system majority iot device linux also used many powerful system tool
5349,This can allow attackers to add anything else that they might need to complete their attacks.,safe,16,93,allow attacker add anything else might need complete attack
5350,"In the case of Cyclops Blink, we have seen devices that were compromised for over 30 months (about two and a half years) in a row and were being set up as stable C&C servers for other bots.",malware,38,189,case cyclops blink seen device compromised month two half year row set stable cc server bot
